"Country","Manufacturer","Commercial_Name","Category","CO2_Emissions","Mass","Fuel_Type","Fuel_Mode","Engine_Capacity","Innovative_Technology","CO2_Reduction","Year"
"GB","AUTOMOBILES CITROEN","C3 PICASSO VTR+","M1",145,1372,"petrol","M",1397,"",NA,2013
"EE","FUJI HEAVY INDUSTRIES LTD","FORESTER","M1",167,1615,"diesel","M",1998,NA,NA,2010
"HU","HYUNDAI","Elantra","M1",148,1236,"petrol","M",1591,NA,NA,2012
"HU","KIA SLOVAKIA","Sportage","M1",139,1490,"diesel","M",1685,"",NA,2013
"SE","AUDI AG","A1 SPORTBACK","M1",126,1200,"petrol","M",1390,"",NA,2013
"NL","DAIMLER AG","R 280 CDI","M1",235,2185,"diesel","",2987,NA,NA,2010
"IT","OPEL","VIVARO","M1",220,2052,"diesel","M",1995,NA,NA,2010
"GB","AUDI AG","TT S LINE TDI QUATTRO","M1",149,1335,"petrol","M",1798,"",NA,2013
"FI","RENAULT","CLIO","M1",90,1196,"diesel","M",1461,"",NA,2014
"CZ","DAIMLER AG","E 350 CDI 4MATIC","M1",173,1900,"diesel","M",2987,NA,NA,2011
"DE","JAGUAR LAND ROVER LIMITED","DISCOVERY","M1G",207,2650,"diesel","M",2993,"",NA,2013
"DK","RENAULT","MEGANE SCENIC","M1",105,1505,"diesel","M",1461,"",NA,2014
"LU","BMW AG","435D XDRIVE","M1",146,1760,"diesel","M",2993,"",NA,2014
"IT","VOLKSWAGEN","UP!","M1",103,932,"petrol","M",999,NA,NA,2012
"GB","OPEL","INSIGNIA SE CDTI ECOFLEX S/S","M1",119,1788,"diesel","M",1956,"",NA,2013
"DE","VOLKSWAGEN","TOURAN","M1",151,1584,"diesel","M",1968,"",NA,2013
"PL","AUDI AG","A6","M1",190,1815,"petrol","M",2995,"",NA,2013
"DE","OPEL","VIVARO","M1",190,1976,"diesel","M",1995,"",NA,2013
"LT","VOLVO","V60","M1",149,1729,"diesel","M",NA,NA,NA,2012
"DE","DAIMLER AG","E350CDI","M1",162,1865,"diesel","M",2987,NA,NA,2012
"AT","FORD-WERKE GMBH","FIESTA","M1",133,1054,"petrol","M",1242,NA,NA,2010
"DE","AUDI AG","A7SPORTBACK","M1",172,1735,"petrol","M",2773,NA,NA,2012
"GB","FIAT GROUP","FIAT PANDA","M1",120,1015,"petrol","M",1242,"",NA,2013
"DE","UNKNOWN","-","",0,840,"electric","M",NA,NA,NA,2012
"AT","RENAULT","MEGANE","M1",106,1395,"diesel","M",1598,"",NA,2013
"SE","FORD WERKE GMBH","FIESTA","M1",95,1165,"diesel","M",1560,NA,NA,2012
"IT","RENAULT","MEGANE SCENIC","M1",120,1460,"diesel","M",1461,"",NA,2013
"ES","TOYOTA","AURIS","M1",92,1420,"petrol","M",1798,"",NA,2014
"FR","TOYOTA","LAND CRUISER (150 SERIES)","M1",214,2140,"diesel","M",2982,NA,NA,2012
"IT","BMW AG","X6 XDRIVE30D","M1G",195,2150,"diesel","M",2993,"",NA,2013
"BE","DAIMLER AG","CLS 350 CDI 4MATIC","M1",175,1970,"diesel","M",2987,"",NA,2013
"DE","DAIMLER AG","C 250","M1",163,1550,"petrol","M",1796,"",NA,2013
"GB","BMW AG","116I M SPORT AUTO","M1",154,1350,"petrol","M",1995,NA,NA,2011
"FR","DAIMLER AG","CLASSE B","M1",135,1425,"petrol","M",1595,"",NA,2013
"BE","BMW AG","M135I XDRIVE","M1",182,1590,"petrol","M",2979,"",NA,2014
"BE","FORD WERKE GMBH","TRANSIT","M1",197,2187,"diesel","M",2198,NA,NA,2012
"DE","AUDI AG","A6 AVANT","M1",132,1715,"diesel","M",1968,"",NA,2013
"AT","DACIA","DUSTER","M1",145,1465,"diesel","M",1461,NA,NA,2011
"GB","VOLKSWAGEN","GOLF MATCH TDI DSG","M1",123,1337,"diesel","M",1598,NA,NA,2010
"FR","AUDI AG","A7 SPORTBACK","M1",135,1770,"diesel","M",2967,"",NA,2013
"SE","VOLVO","S80","M1",167,1795,"diesel","M",2400,"",NA,2014
"BE","BMW AG","525d xDrive","M1",150,1895,"diesel","M",1995,NA,NA,2012
"DE","DAIMLER AG","VITO","M1",195,2355,"diesel","M",2143,NA,NA,2011
"BE","KIA","Carens","M1",164,1545,"petrol","M",1591,"",NA,2014
"FR","RENAULT","MEGANE","M1",166,1505,"petrol","M",1598,NA,NA,2010
"DE","VOLKSWAGEN","GOLF","M1",123,1337,"diesel","M",1598,NA,NA,2011
"LU","RENAULT","TWINGO","M1",130,1079,"petrol","M",1149,NA,NA,2012
"BE","VOLKSWAGEN","GOLF","M1",119,1314,"diesel","M",1598,NA,NA,2011
"FR","FIAT GROUP","FIAT 500","M1",92,1005,"petrol","M",875,"",NA,2013
"BE","VOLVO","XC70","M1",199,1950,"diesel","M",2400,NA,NA,2010
"SK","BMW AG","428I XDRIVE","M1",163,1845,"petrol","M",1997,"",NA,2014
"ES","HYUNDAI","GRANDEUR","M1",245,1739,"petrol","",3342,NA,NA,2010
"DK","RENAULT","MEGANE","M1",90,1447,"diesel","M",1461,NA,NA,2012
"PL","GM Korea Company","AVEO","M1",169,1296,"petrol","M",1598,NA,NA,2012
"LU","FORD WERKE GMBH","MONDEO","M1",114,1560,"diesel","M",1560,NA,NA,2012
"NL","VOLVO","V40 CROSS COUNTRY","M1",108,1433,"diesel","",1560,"",NA,2014
"ES","AUDI AG","Q5","M1",184,1895,"diesel","",1768,NA,NA,2010
"GR","MAGYAR SUZUKI","SWIFT","M1",109,1170,"diesel","M",1248,"",NA,2013
"RO","DAIMLER AG","E 220 CDI","M1",139,1735,"diesel","M",2143,NA,NA,2010
"IE","BMW AG","X5 XD40D SEZW62 5DR AUTO","M1",198,2185,"diesel","M",2993,NA,NA,2012
"BE","RENAULT","CAPTUR","M1",113,1176,"petrol","M",898,"",NA,2014
"DE","UNKNOWN","KOMBI","",198,1976,"diesel","M",1968,NA,NA,2012
"FI","BMW AG","335D XDRIVE","M1",148,1765,"diesel","M",2993,"",NA,2014
"BG","DAIMLER AG","B 200 CDI","M1",119,1505,"diesel","M",NA,NA,NA,2012
"IT","BMW AG","X1 XDRIVE 18D","M1",150,1615,"diesel","M",1995,NA,NA,2012
"NL","OPEL","MERIVA","M1",169,1471,"petrol","M",1362,"",NA,2013
"CY","AUTOMOBILES CITROEN","AUTOMOBILES CITRO","M1",143,1330,"petrol","M",NA,NA,NA,2011
"IT","AUDI AG","A5 CABRIOLET","M1",132,1755,"diesel","M",1968,"",NA,2014
"FR","FIAT GROUP AUTOMOBILES SPA","ALFA MITO","M1",128,1210,"petrol","M",1368,NA,NA,2012
"GB","DAIMLER AG","S350 L AUTO","M1",237,1955,"petrol","M",3498,NA,NA,2010
"DK","OPEL","Corsa","M1",138,1199,"petrol","M",1398,NA,NA,2011
"BE","RENAULT","LAGUNA","M1",171,1377,"e85","F",1997,NA,NA,2012
"DK","SKODA","OCTAVIA","M1",121,1272,"petrol","M",1395,"",NA,2014
"LU","BMW AG","Z4","M1",210,1600,"petrol","M",2979,NA,NA,2012
"BE","OPEL","Insignia Limousine NB","M1",124,1701,"diesel","M",1956,NA,NA,2012
"DE","DAIMLER AG","E 200 CDI","M1",137,1720,"diesel","M",2143,NA,NA,2010
"IT","FIAT GROUP AUTOMOBILES SPA","FIAT MULTIPLA","M1",173,1445,"diesel","M",1910,NA,NA,2011
"ES","AUTOMOBILES PEUGEOT","308","M1",139,1371,"","",1397,"",NA,2013
"GB","AUTOMOBILES PEUGEOT","EXPERT TEPEE COMFORT HDI","M1",189,1988,"diesel","M",1560,NA,NA,2011
"ES","DAIMLER AG","C 220 ","M1",117,1570,"diesel","M",2143,"",NA,2014
"ES","DAIMLER AG","VIANO","M1",190,2148,"diesel","",2143,NA,NA,2010
"HU","SSANGYONG","Ssangyong Rexton","M1",206,2094,"diesel","M",1998,"",NA,2013
"GB","AUTOMOBILES PEUGEOT","2008 ACTIVE","M1",135,1270,"petrol","M",1598,"",NA,2013
"MT","TOYOTA","AYGO","M1",95,930,"petrol","M",998,"",NA,2014
"AT","VOLKSWAGEN","SHARAN","M1",158,1891,"diesel","M",1968,"",NA,2014
"IT","AUDI AG","A5 SPORTBACK","M1",152,1735,"diesel","M",2967,"",NA,2013
"BE","OPEL","Vivaro","M1",199,2148,"diesel","M",1995,NA,NA,2010
"BE","DAIMLER AG","Viano","M1",214,2199,"diesel","M",2143,NA,NA,2011
"GB","FORD-WERKE GMBH","FIESTA STYLE","M1",129,1054,"petrol","M",1242,NA,NA,2010
"NL","VOLKSWAGEN","PASSAT","M1",186,1473,"petrol","",1595,NA,NA,2010
"PT","PORSCHE","911 CARRERA","M1",198,1545,"petrol","M",3436,"",NA,2013
"BE","FIAT GROUP AUTOMOBILES SPA","ALFA MITO","M1",104,1303,"diesel","M",1248,NA,NA,2010
"NL","AUTOMOBILES PEUGEOT","2008","M1",105,1255,"diesel","M",1560,"",NA,2014
"GB","VOLKSWAGEN","GOLF MATCH TDI DSG","M1",123,1337,"diesel","M",1598,NA,NA,2011
"BE","MITSUBISHI MOTORS CORPORATION","PAJERO","M1",224,2385,"diesel","M",3200,"",NA,2013
"PL","HYUNDAI","I30","M1",142,1295,"petrol","M",1396,NA,NA,2011
"HU","OPEL","Antara","M1",211,1936,"diesel","M",2231,"",NA,2013
"DE","BMW AG","3ERREIHE","M1",176,1730,"petrol","M",2996,NA,NA,2011
"DE","NISSAN","NISSANNV400","M1",205,2062,"diesel","M",2299,NA,NA,2012
"PL","OPEL","COMBO-C","M1",148,1235,"petrol","M",1364,NA,NA,2010
"FI","HONDA MOTOR CO","ACCORD TOURER","M1",173,1617,"petrol","M",1997,"",NA,2013
"ES","VOLKSWAGEN","CADDY","M1",168,1536,"diesel","M",1968,NA,NA,2011
"PL","DAIMLER AG","VIANO","M1",226,2226,"diesel","M",2987,NA,NA,2010
"DK","AUTOMOBILES CITROEN","C5","M1",143,1811,"diesel","M",1997,NA,NA,2012
"SK","SKODA","FABIA","M1",128,1115,"lpg","B",1198,"",NA,2014
"BG","TOYOTA MOTOR EUROPE","RX 450 H","",148,2185,"","",NA,NA,NA,2010
"GB","SKODA","YETI S TDI CR 4X4","M1",159,1525,"diesel","M",1968,NA,NA,2010
"CZ","SKODA","OCTAVIA","M1",129,1410,"diesel","M",1968,NA,NA,2012
"IE","NISSAN","JUKE","M1",129,1278,"petrol","M",1197,"",NA,2014
"FR","AUTOMOBILES CITROEN","C5","M1",129,1615,"diesel","M",1997,"",NA,2013
"GB","FORD-WERKE GMBH","MONDEO ZETEC TDCI","M1",149,1505,"diesel","M",1753,NA,NA,2010
"IT","DAIMLER AG","A 180","M1",151,1260,"petrol","M",1699,NA,NA,2011
"GB","DAIMLER AG","VIANO AMBIENTE 2.2 CDI BLUE-CY","M1",214,2248,"diesel","M",2143,"",NA,2013
"GB","AUDI AG","RS5 FSI QUATTRO AUTO","M1",246,1790,"diesel","M",4163,NA,NA,2012
"MT","AUTOMOBILES PEUGEOT","108","M1",95,930,"petrol","M",998,"",NA,2014
"IT","DAIMLER AG","C 220 CDI","M1",133,1615,"diesel","M",2143,NA,NA,2012
"GB","BMW GMBH","M3","M1",269,1905,"petrol","M",3999,NA,NA,2012
"GB","FIAT GROUP AUTOMOBILES SPA","ALFA GIULIETTA","M1",124,1395,"diesel","M",1956,NA,NA,2011
"NL","AUTOMOBILES PEUGEOT","5008","M1",114,1505,"diesel","M",1560,NA,NA,2012
"BE","VOLKSWAGEN","GOLF","M1",138,1372,"diesel","M",1968,NA,NA,2010
"GB","VOLKSWAGEN","PASSAT GT CC TSI 210 S-A","M1",182,1543,"petrol","M",1984,NA,NA,2011
"DK","AUTOMOBILES CITROEN","C4 PICASSO","M1",149,1770,"diesel","M",1997,NA,NA,2012
"IT","MASERATI","GHIBLI DIESEL","M1",158,1950,"diesel","M",2987,"",NA,2013
"GB","BMW AG","X6 XDRIVE30D","M1G",159,2140,"diesel","M",2993,"",NA,2014
"DE","DAIMLER AG","Viano CDI 2.2","M1",218,2290,"diesel","M",2148,NA,NA,2010
"DE","AUDI AG","AUDI A4","M1",219,1735,"petrol","M",3197,NA,NA,2010
"IT","DAIMLER AG","C 350 4MATIC","M1",178,1670,"petrol","M",3498,NA,NA,2012
"AT","DAIMLER AG","FORTWO ELECTRIC DRIVE","M1",0,995,"electric","M",NA,NA,NA,2012
"BE","BMW AG","740LI","M1",184,1920,"petrol","M",2979,"",NA,2013
"GB","VOLVO","S60 SE LUX NAV D5","M1",119,1669,"diesel","M",2400,"",NA,2014
"PL","HYUNDAI","IX","M1",150,1450,"petrol","M",1396,NA,NA,2012
"PL","OPEL","ASTRA SPORTS TOURER","M1",144,1503,"petrol","M",1362,NA,NA,2012
"GB","ROLLS ROYCE","PHANTOM DROPHEAD AUTO","M1",377,2695,"petrol","M",6749,NA,NA,2011
"ES","HONDA MOTOR CO","ACCORD","M1",190,1487,"petrol","M",2354,NA,NA,2012
"IT","FIAT GROUP AUTOMOBILES SPA","LANCIA MUSA","M1",140,1230,"petrol","M",1368,NA,NA,2010
"BE","BAYERISCHE MOTOREN WERKE AG","530d","M1",165,1880,"diesel","M",2993,NA,NA,2010
"SI","RENAULT","TWINGO","M1",135,1019,"petrol","M",1149,"",NA,2013
"AT","NISSAN","NISSAN JUKE","M1",145,1310,"petrol","M",1598,NA,NA,2011
"DE","OPEL","INSIGNIASPORTSTOURERSW","M1",194,1843,"petrol","M",1998,NA,NA,2012
"CZ","SKODA","OCTAVIA","M1",102,1338,"diesel","M",1598,"",NA,2013
"DE","VOLKSWAGEN","KOMBI","M1",193,1976,"diesel","M",1968,NA,NA,2011
"SE","BMW AG","125I","M1",154,1420,"petrol","M",1997,NA,NA,2012
"DE","BMW AG","330DXDRIVE","M1",142,1750,"diesel","M",2993,"",NA,2013
"FR","DAIMLER AG","CLASSE E","M1",189,2010,"diesel","M",2987,NA,NA,2010
"FI","AUDI AG","A4","M1",115,1550,"diesel","M",1968,NA,NA,2011
"IT","AUDI AG","AUDI A5","M1",169,1715,"diesel","M",2698,NA,NA,2012
"RO","DAIMLER AG","B 200 CDI","M1",116,1505,"diesel","M",1796,"",NA,2014
"IT","AUDI AG","AUDI A3","M1",115,1395,"diesel","M",1968,NA,NA,2010
"GB","MORGAN","unknown","M1",162,1100,"petrol","M",1999,NA,NA,2011
"DE","OPEL","ADAM","M1",129,1120,"petrol","M",1398,"",NA,2014
"GB","VOLKSWAGEN","POLO BLUEGT S-A","M1",105,1216,"petrol","M",1395,"",NA,2014
"LU","RENAULT","MEGANE SCENIC","M1",115,1585,"diesel","M",1598,NA,NA,2012
"DE","PORSCHE","PANAMERADIESEL","M1",172,2115,"diesel","M",2967,"",NA,2013
"LU","DAIMLER AG","ML350","M1",224,2185,"diesel","M",2987,NA,NA,2010
"GB","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",113,940,"petrol","M",1242,NA,NA,2011
"FR","AUDI HUNGARIA","A3 CABRIOLET","M1",119,1550,"diesel","M",1968,"",NA,2014
"NL","FIAT GROUP","ALFA MITO","M1",124,1245,"petrol","",1368,"",NA,2014
"GB","VOLVO","V40 SE LUX NAV D4 AUTO","M1",136,1597,"diesel","M",1984,"",NA,2013
"GB","KIA","PICANTO 2 AUTO","M1",137,1025,"petrol","M",1086,NA,NA,2010
"GB","FIAT GROUP AUTOMOBILES SPA","500 ABARTH","M1",151,1160,"petrol","M",1368,NA,NA,2011
"ES","AUTOMOBILES PEUGEOT","3008","M1",176,1614,"diesel","",1197,NA,NA,2010
"FI","AUDI AG","A6 AVANT","M1",135,1725,"diesel","M",1968,"",NA,2014
"LV","VOLKSWAGEN","GOLF","M1",119,1314,"diesel","M",1598,NA,NA,2011
"SI","VOLKSWAGEN","JETTA / 1.6 / TDI","M1",119,1392,"diesel","M",1598,NA,NA,2011
"IT","VOLKSWAGEN","GOLF","M1",106,1353,"diesel","M",1968,"",NA,2014
"ES","BMW AG","COOPER","M1",140,1330,"petrol","M",1598,"",NA,2014
"GB","SAAB","9-3 AERO TTID AUTO","M1",153,1630,"diesel","M",1910,NA,NA,2011
"DE","SKODA","OCTAVIA","M1",149,1255,"petrol","M",1390,NA,NA,2011
"GB","AUDI AG","A6 S LINE TDI CVT","M1",133,1720,"diesel","M",2967,NA,NA,2012
"HU","NISSAN","Nissan Qashqai","M1",182,1510,"petrol","M",1997,"",NA,2013
"GR","KIA","Picanto ή Morning","M1",99,1015,"petrol","M",998,"",NA,2013
"FR","RENAULT","MEGANE SCENIC","M1",116,1600,"diesel","M",1598,"",NA,2013
"GB","KIA","SEDONA 2 CRDI","M1",179,2262,"diesel","M",2199,NA,NA,2010
"GB","AUDI AG","A5 S LINE SP ED TDI CVT","M1",167,1650,"diesel","M",2698,NA,NA,2011
"BE","DAIMLER AG","Viano CDI 2.2","M1",215,2225,"diesel","M",2148,NA,NA,2010
"FR","AUDI AG","S7 SPORTBACK","M1",225,2020,"petrol","M",3993,"",NA,2013
"PL","AUTOMOBILES PEUGEOT","807","M1",155,1845,"diesel","M",1997,NA,NA,2012
"GB","OPEL","ASTRA LIMITED EDITION CDTI","M1",123,1503,"diesel","M",1686,"",NA,2013
"GR","VOLKSWAGEN","GOLF","M1",145,1346,"petrol","M",NA,NA,NA,2011
"PL","HONDA MOTOR CO","ACCORD","M1",201,1654,"petrol","M",2354,NA,NA,2012
"PL","OPEL","VIVARO","M1",190,2161,"diesel","M",1995,NA,NA,2012
"PL","DAIMLER AG","E 250 CGI","M1",190,1735,"petrol","M",1796,NA,NA,2011
"IT","AUTOMOBILES PEUGEOT","BOXER","M1",189,2259,"diesel","M",2198,"",NA,2013
"IT","FORD WERKE GMBH","KUGA","M1",154,1763,"diesel","M",1997,"",NA,2013
"NL","BMW AG","125I","M1",194,1615,"petrol","M",2996,"",NA,2014
"GB","FORD WERKE GMBH","FOCUS TITANIUM","M1",136,1329,"petrol","M",1596,NA,NA,2012
"GB","AA-IVA","SUPERB SE CRTDI  AUTO","M1",157,1572,"diesel","M",1968,NA,NA,2012
"LV","VOLVO","S80","M1",193,1704,"petrol","M",1999,NA,NA,2010
"PT","DAIMLER AG","CLA 220 CDI","M1",114,1525,"diesel","M",2143,"",NA,2014
"ES","DAIMLER AG","C 250","M1",151,1735,"","",2143,"",NA,2013
"NL","VOLKSWAGEN","CADDY","M1",149,1514,"petrol","",1197,NA,NA,2012
"HU","HYUNDAI","ix35","M1",163,2140,"diesel","M",1995,NA,NA,2012
"CZ","OPEL","ZAFIRA TOURER","M1",109,1701,"diesel","M",1598,"",NA,2014
"LU","DACIA","LOGAN","M1",185,1329,"petrol","M",1598,NA,NA,2010
"DE","VOLKSWAGEN","MULTIVANSTARTLINE","M1",179,2032,"diesel","M",1968,NA,NA,2012
"EE","MITSUBISHI MOTORS CORPORATION","I-MIEV","M1",0,1185,"electric","E",NA,"",NA,2014
"BE","BAYERISCHE MOTOREN WERKE AG","320D","M1",130,1580,"diesel","M",1995,NA,NA,2010
"LU","AUDI AG","S4","M1",197,1825,"petrol","M",2995,NA,NA,2012
"FR","FIAT GROUP","FIAT BRAVO","M1",115,1395,"diesel","M",1598,"",NA,2013
"ES","VOLVO","V40","M1",136,1518,"diesel","M",1984,"",NA,2014
"DK","OPEL","Corsa","M1",119,1320,"diesel","M",1686,NA,NA,2012
"DE","UNKNOWN","TOUAREG","M1G",246,2179,"diesel","M",2967,"",NA,2013
"HU","VOLKSWAGEN","GOLF","M1",139,1361,"petrol","M",1390,NA,NA,2011
"CZ","HYUNDAI CZECH","i 30","M1",105,1355,"diesel","M",1396,"",NA,2014
"LU","VOLKSWAGEN","TIGUAN","M1G",167,1665,"diesel","M",1968,NA,NA,2010
"DE","UNKNOWN","GOLF","",113,1229,"petrol","M",1197,NA,NA,2012
"DE","VOLKSWAGEN","GOLFPLUS","M1",159,1470,"petrol","M",1390,NA,NA,2012
"SI","DAIMLER AG","ML / 350 / BLUETEC 4-MATIC AUT.","M1",179,2175,"diesel","M",2987,NA,NA,2012
"PL","AA-IVA","","M1",167,965,"petrol","M",1396,NA,NA,2012
"PL","BMW AG","528 I XDRIVE","M1",168,1780,"petrol","M",1997,NA,NA,2011
"RO","OPEL","INSIGNIA","M1",133,1664,"diesel","M",1956,NA,NA,2011
"ES","RENAULT","LAGUNA","M1",210,1638,"petrol","M",1998,NA,NA,2010
"AT","VOLKSWAGEN","GOLF PLUS","M1",129,1467,"diesel","M",1598,"",NA,2013
"ES","BAYERISCHE MOTOREN WERKE AG","COOPER","M1",99,1165,"diesel","",1598,NA,NA,2010
"BE","FIAT GROUP AUTOMOBILES SPA","FIAT DOBLO","M1",138,1505,"diesel","M",1598,NA,NA,2011
"PL","AUTOMOBILES PEUGEOT","207","M1",140,1354,"petrol","M",1397,NA,NA,2010
"CZ","VOLKSWAGEN","SCIROCCO","M1",172,1373,"petrol","M",1984,NA,NA,2011
"PT","OPEL","ASTRA STATION WAGON","M1",119,1613,"diesel","M",1686,NA,NA,2010
"PL","RENAULT","CLIO","M1",135,1256,"petrol","M",1149,NA,NA,2011
"IT","VOLKSWAGEN","KOMBI","M1",211,1976,"diesel","M",1968,NA,NA,2010
"PL","DACIA","SANDERO","M1",169,1137,"petrol","M",1598,NA,NA,2012
"RO","SKODA","SUPERB","M1",143,1547,"diesel","M",1968,"",NA,2014
"HU","FUJI HEAVY INDUSTRIES","Forester","M1",197,1682,"petrol","M",1998,"",NA,2013
"CZ","RENAULT","MEGANE","M1",169,1575,"petrol","M",1397,NA,NA,2011
"DE","DAIMLER AG","SPRINTER","M1",249,2586,"diesel","M",2987,"",NA,2014
"CZ","DAIMLER AG","VIANO CDI 2.2 L FUN","M1",193,2283,"diesel","M",2143,"",NA,2013
"BG","AUTOMOBILES PEUGEOT","207","M1",145,1245,"petrol","M",NA,NA,NA,2012
"FI","FORD WERKE GMBH","KUGA","M1",162,1707,"diesel","M",1997,"",NA,2013
"EE","RENAULT","MEGANE","M1",120,1290,"diesel","M",1461,NA,NA,2010
"SE","BMW AG","428I","M1",156,1525,"petrol","M",1997,"",NA,2013
"SE","VOLKSWAGEN","CARAVELLE","M1",198,2017,"diesel","M",1968,"",NA,2014
"DE","OPEL","CORSA","M1",129,1163,"petrol","M",1229,"",NA,2014
"CZ","DAIMLER AG","B 180 CDI","M1",158,1470,"diesel","M",1991,NA,NA,2011
"PT","BMW AG","520D","M1",134,1810,"diesel","M",1995,"",NA,2013
"FR","FIAT GROUP AUTOMOBILES SPA","FIAT PANDA","M1",120,1015,"petrol","M",1242,NA,NA,2012
"PL","OPEL","INSIGNIA","M1",215,1733,"petrol","M",1998,NA,NA,2010
"PL","SKODA","FABIA","M1",139,1124,"petrol","M",1390,NA,NA,2011
"HU","BMW AG","COOPER S","M1",166,1410,"petrol","M",1598,"",NA,2013
"MT","TOYOTA","YARIS","M1",119,1115,"petrol","M",1329,"",NA,2014
"LU","VOLKSWAGEN","MULTIVAN","M1",232,2284,"diesel","M",1968,"",NA,2013
"RO","AUDI AG","Q5","M1",139,1755,"diesel","M",1968,"",NA,2014
"DK","BMW AG","X1 XDRIVE20D","M1",143,1660,"diesel","M",1995,"",NA,2014
"GB","SKODA","SUPERB SE TSI","M1",158,1496,"petrol","M",1798,"",NA,2013
"DE","UNKNOWN","E400","",170,1720,"petrol","M",3498,NA,NA,2012
"PL","BMW AG","530D","M1",139,1785,"diesel","M",2993,"",NA,2014
"SE","VOLKSWAGEN","PASSAT","M1",157,1557,"e85","F",1390,NA,NA,2012
"HU","VOLKSWAGEN","GOLF","M1",123,1247,"petrol","M",1395,"",NA,2013
"BE","OPEL","Astra","M1",167,1503,"petrol","M",1598,NA,NA,2011
"PL","SHUANGHUAN","CEO","M1",270,1890,"petrol","M",2351,NA,NA,2010
"DE","BMW AG","220D","M1",119,1420,"diesel","M",1995,"",NA,2014
"GB","CHRYSLER GROUP LLC","G-CHEROKEE OVERLAND CRD A","M1",270,2210,"diesel","M",2987,NA,NA,2010
"DE","UNKNOWN","","",165,1320,"petrol","M",1582,NA,NA,2012
"ES","DAIMLER AG","VITO ","M1",193,2270,"diesel","M",2143,"",NA,2014
"PL","KIA SLOVAKIA","SPORTAGE.SL.SLS","M1",158,1441,"petrol","M",1591,"",NA,2013
"DE","OPEL","ZAFIRA TOURER","M1",137,1788,"diesel","M",1956,"",NA,2013
"NL","OPEL","INSIGNIA","M1",164,1571,"petrol","M",1598,NA,NA,2012
"NL","SEAT","LEON","M1",106,1305,"diesel","M",1968,"",NA,2014
"DE","SKODA","ROOMSTER","M1",134,1237,"petrol","M",1197,"",NA,2014
"DE","SKODA","OCTAVIA","M1",123,1390,"diesel","M",1598,"",NA,2013
"GB","AUTOMOBILES PEUGEOT","208 ACCESS PLUS","M1",104,1163,"petrol","M",1200,"",NA,2013
"LU","FIAT GROUP AUTOMOBILES SPA","ALFA GIULIETTA","M1",124,1395,"diesel","M",1956,NA,NA,2011
"PL","VOLKSWAGEN","UP","M1",108,929,"petrol","M",999,"",NA,2014
"GR","DAIMLER AG","C 180","M1",159,1480,"petrol","M",NA,NA,NA,2011
"SI","BMW AG","X1 / XDRIVE 20 / D AUT.","M1",164,1660,"diesel","M",1995,NA,NA,2011
"AT","DACIA","DOKKER","M1",175,1324,"petrol","M",1598,"",NA,2013
"HU","OPEL","Insignia Limousine HB","M1",144,1701,"diesel","M",1956,NA,NA,2011
"DK","DAIMLER AG","CLA 180 CDI","M1",109,1475,"diesel","M",1461,"",NA,2014
"FI","AUTOMOBILES CITROEN","C3 PICASSO","M1",149,1279,"petrol","M",1598,NA,NA,2012
"GB","AUTOMOBILES PEUGEOT","308 GT CC THP 156","M1",167,1636,"petrol","M",1598,NA,NA,2011
"GB","FORD WERKE GMBH","S-MAX TITANIUM XSPORT240A","M1",194,1750,"petrol","M",1999,NA,NA,2012
"CZ","BMW AG","335I XDRIVE","M1",212,1695,"petrol","M",2979,NA,NA,2011
"BE","MITSUBISHI MOTORS CORPORATION","Mitsubishi Outlander","M1",178,1505,"petrol","M",1998,NA,NA,2012
"DE","VOLKSWAGEN","GOLF SPORTSVAN","M1",130,1362,"petrol","M",1395,"",NA,2014
"DE","AUDI AG","AUDIA6","M1",172,1810,"diesel","M",2698,NA,NA,2011
"FI","VOLVO","XC60","M1",139,1886,"diesel","M",2400,"",NA,2014
"DE","AUDI AG","Q7","M1",195,2425,"diesel","M",2967,NA,NA,2012
"GB","BMW AG","318D","M1",127,1635,"diesel","M",1995,"",NA,2014
"GB","AUDI AG","A1 S LINE TFSI S-A","M1",122,1200,"petrol","M",1390,"",NA,2013
"SE","SKODA","SUPERB","M1",143,1547,"diesel","M",1968,"",NA,2013
"SE","PORSCHE","911 CARRERA S","M1",242,1615,"petrol","M",3800,NA,NA,2010
"SE","BAYERISCHE MOTOREN WERKE AG","535D","M1",162,1825,"diesel","M",2993,NA,NA,2010
"IT","BMW AG","COOPER D","M1",115,1385,"diesel","M",1598,"",NA,2013
"AT","VOLKSWAGEN","GOLF SPORTSVAN","M1",101,1420,"diesel","M",1598,"",NA,2014
"GB","VOLKSWAGEN","SCIROCCO GTS TSI","M1",172,1373,"petrol","M",1984,"",NA,2013
"GR","FORD WERKE GMBH","Mondeo","M1",129,1625,"diesel","M",NA,NA,NA,2012
"DE","AUDI AG","A6 LIMOUSINE","M1",151,1615,"petrol","M",1984,"",NA,2014
"FR","AUDI HUNGARIA","TT RS COUPE","M1",197,1550,"petrol","M",2480,"",NA,2013
"ES","AUTOMOBILES PEUGEOT","407","M1",148,2202,"","",1560,"",NA,2013
"DE","VOLKSWAGEN","PASSAT","M1",183,1582,"petrol","M",1984,"",NA,2013
"FR","BMW AG","X5 M50D","M1G",199,2225,"diesel","M",2993,"",NA,2013
